product_group,automated_status,month_of_send,year_of_send,automated_projects,delivery_label,campaign_code,number_of_sends,delivery_channel,automated_sends,manual_sends,total_broadcast_sends
product 1,Manual,6,2021,Campaign_810,Campaign_810_DJ66,EB77,1,Android channel,0,1,1
product 5,Manual,8,2021,Campaign_760,Campaign_760_OV59,ZX23,1,Email,0,1,1
product 1,Manual,2,2021,Campaign H,Campaign H_TN89,VU56,1,iOS channel,0,1,1
product 4,Manual,6,2021,Campaign_520,Campaign_520_EK68,TZ36,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_15,Campaign_15_BB68,SS47,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign BV,Campaign BV_KC64,YY14,1,Email,0,1,1
product 3,Manual,8,2021,Campaign BG,Campaign BG_EG72,YE25,1,Web Message,0,1,1
product 1,Manual,6,2021,Campaign BT,Campaign BT_BI20,GM98,1,Mobile (SMS),0,1,1
product 5,Manual,1,2021,Campaign_761,Campaign_761_RM23,VT34,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_547,Campaign_547_YP19,UA97,1,iOS channel,0,1,1
product 5,Manual,7,2021,Campaign AY,Campaign AY_BC34,RT98,1,Mobile (SMS),0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_MR25,YR64,1,Email,0,1,1
product 5,Manual,5,2021,Campaign AM,Campaign AM_JW80,BG51,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_UI29,VI69,1,Android channel,0,1,1
product 5,Manual,9,2021,Campaign_859,Campaign_859_LH37,JW37,1,Email,0,1,1
product 5,Manual,4,2021,Campaign AZ,Campaign AZ_OC56,OA52,1,Email,0,1,1
product 5,Manual,2,2021,Campaign BN,Campaign BN_XM47,IW83,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_LK10,CB33,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_AG19,EQ55,1,Mobile (SMS),0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_YT15,TR40,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign_282,Campaign_282_BN92,LF31,1,Email,0,1,1
product 1,Manual,1,2021,Campaign BS,Campaign BS_GL76,PH34,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_315,Campaign_315_FT49,YR70,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_683,Campaign_683_EN64,IY21,1,Android channel,0,1,1
product 5,Manual,7,2021,Campaign_363,Campaign_363_ML56,RT77,1,Email,0,1,1
product 4,Manual,7,2021,Campaign_869,Campaign_869_IT12,DM86,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_482,Campaign_482_AP29,WS72,1,Android channel,0,1,1
product 5,Manual,8,2021,Campaign_464,Campaign_464_PC19,GJ26,1,Mobile (SMS),0,1,1
product 5,Manual,5,2021,Campaign_313,Campaign_313_EO12,OV94,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_869,Campaign_869_YB58,ZI41,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_330,Campaign_330_KI17,JN85,1,Android channel,0,1,1
product 5,Manual,1,2021,Campaign_744,Campaign_744_PN39,LK10,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_984,Campaign_984_CG22,CA18,1,Mobile (SMS),0,1,1
product 1,Manual,2,2021,Campaign BR,Campaign BR_ED19,QW20,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign_597,Campaign_597_YF82,PH54,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_100,Campaign_100_WM47,QB78,1,Android channel,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_SV74,FY68,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_464,Campaign_464_WF58,IN95,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign AM,Campaign AM_CW13,PF44,1,Mobile (SMS),0,1,1
product 3,Manual,5,2021,Campaign_102,Campaign_102_XU22,DZ62,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_491,Campaign_491_VH45,BO74,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_NQ26,GR83,1,Android channel,0,1,1
product 5,Manual,1,2021,Campaign AT,Campaign AT_HL65,PB40,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_408,Campaign_408_UU10,FN42,1,Email,0,1,1
product 5,Manual,9,2021,Campaign_33,Campaign_33_RP26,NV93,1,Email,0,1,1
product 3,Manual,4,2021,Campaign_50,Campaign_50_EB24,UB52,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_458,Campaign_458_XN44,GV40,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_876,Campaign_876_DQ57,ZQ53,1,Mobile (SMS),0,1,1
product 1,Manual,2,2021,Campaign BS,Campaign BS_NO42,OZ39,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_943,Campaign_943_AX80,UJ81,1,iOS channel,0,1,1
product 5,Manual,4,2021,Campaign_806,Campaign_806_LN21,OS99,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_LT62,HP22,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_LS58,UA14,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_TS69,XL88,1,Android channel,0,1,1
product 3,Manual,5,2021,Campaign_17,Campaign_17_FQ17,EA93,1,Web Message,0,1,1
product 5,Manual,2,2021,Campaign_386,Campaign_386_LZ41,QS97,1,Mobile (SMS),0,1,1
product 1,Manual,7,2021,Campaign_891,Campaign_891_CZ30,HQ57,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_577,Campaign_577_BZ71,MO39,1,iOS channel,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_ZK85,YY85,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign BT,Campaign BT_PJ31,OJ58,1,Mobile (SMS),0,1,1
product 5,Manual,8,2021,Campaign BL,Campaign BL_NX38,LV19,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_298,Campaign_298_GR30,LG72,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign_817,Campaign_817_XL21,OH67,1,iOS channel,0,1,1
product 5,Manual,7,2021,Campaign_489,Campaign_489_RR53,JQ89,1,Email,0,1,1
product 5,Manual,2,2021,Campaign X,Campaign X_EY44,YE25,1,Mobile (SMS),0,1,1
product 5,Manual,3,2021,Campaign_634,Campaign_634_EX87,ST90,1,Email,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_LP38,DM32,1,Email,0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_TY77,QT68,1,Email,0,1,1
product 5,Manual,9,2021,Campaign AY,Campaign AY_WK94,FM76,1,Mobile (SMS),0,1,1
product 3,Manual,8,2021,Campaign_426,Campaign_426_GA68,CJ16,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_492,Campaign_492_AC59,OM90,1,Mobile (SMS),0,1,1
product 5,Manual,8,2021,Campaign AY,Campaign AY_UB48,VH28,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_111,Campaign_111_RZ74,BP30,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_177,Campaign_177_BF58,NK51,1,iOS channel,0,1,1
product 5,Manual,6,2021,Campaign_527,Campaign_527_XJ43,KN18,1,Mobile (SMS),0,1,1
product 1,Manual,6,2021,Campaign_265,Campaign_265_HT93,AS98,1,Android channel,0,1,1
product 5,Manual,5,2021,Campaign K,Campaign K_RA36,DE55,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_KU89,GU35,1,Android channel,0,1,1
product 5,Manual,8,2021,Campaign_553,Campaign_553_CJ36,QI43,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_170,Campaign_170_QJ24,MO96,1,Mobile (SMS),0,1,1
product 1,Manual,1,2021,Campaign BS,Campaign BS_TL26,ZL70,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_535,Campaign_535_KR67,WD97,1,iOS channel,0,1,1
product 5,Manual,6,2021,Campaign_508,Campaign_508_MC34,YY90,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_563,Campaign_563_TH63,GI16,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_445,Campaign_445_WQ18,UT51,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_188,Campaign_188_NW58,YG67,1,iOS channel,0,1,1
product 5,Manual,8,2021,Campaign_630,Campaign_630_WS88,IY29,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_350,Campaign_350_MQ20,ML93,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign N,Campaign N_LY68,CD38,1,Web Message,0,1,1
product 5,Manual,2,2021,Campaign X,Campaign X_JF17,JX16,1,Email,0,1,1
product 1,Manual,7,2021,Campaign N,Campaign N_NW30,JB72,1,Web Message,0,1,1
product 2,Manual,5,2021,Campaign N,Campaign N_EN87,YS14,1,Web Message,0,1,1
product 1,Manual,7,2021,Campaign_779,Campaign_779_TU67,NF54,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign_937,Campaign_937_KL40,AR12,1,iOS channel,0,1,1
product 2,Manual,2,2021,Campaign N,Campaign N_AF77,GE35,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_528,Campaign_528_MZ96,ND40,1,Android channel,0,1,1
product 5,Manual,8,2021,Campaign BB,Campaign BB_IK39,TQ29,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_559,Campaign_559_XL58,AM98,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_347,Campaign_347_ZZ50,JC73,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_634,Campaign_634_YD36,LD57,1,Mobile (SMS),0,1,1
product 1,Manual,6,2021,Campaign BR,Campaign BR_JB44,TL61,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign K,Campaign K_XZ24,TO34,1,Mobile (SMS),0,1,1
product 5,Manual,4,2021,Campaign_176,Campaign_176_CA25,WF98,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_BG35,DH11,1,Android channel,0,1,1
product 2,Manual,2,2021,Campaign AN,Campaign AN_QA97,ZG44,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_905,Campaign_905_EO69,EK69,1,iOS channel,0,1,1
product 2,Manual,1,2021,Campaign T,Campaign T_VI92,DB10,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_918,Campaign_918_MM97,QJ63,1,Email,0,1,1
product 5,Manual,6,2021,Campaign BV,Campaign BV_LO65,GY96,1,Mobile (SMS),0,1,1
product 2,Manual,2,2021,Campaign N,Campaign N_CM17,PJ59,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_27,Campaign_27_DK59,EL28,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_OQ41,IV41,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_OP89,PR48,1,Mobile (SMS),0,1,1
product 5,Manual,7,2021,Campaign_968,Campaign_968_EU80,YX43,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_169,Campaign_169_RN19,IA23,1,iOS channel,0,1,1
product 5,Manual,7,2021,Campaign_723,Campaign_723_ZM38,XS19,1,Email,0,1,1
product 5,Manual,2,2021,Campaign K,Campaign K_BG64,WH81,1,Email,0,1,1
product 1,Manual,9,2021,Campaign Y,Campaign Y_ZV83,KM67,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_374,Campaign_374_HB48,HK30,1,Email,0,1,1
product 1,Manual,7,2021,Campaign N,Campaign N_LE85,FC86,1,Web Message,0,1,1
product 1,Manual,7,2021,Campaign_799,Campaign_799_TT54,PY75,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_85,Campaign_85_FY86,YO79,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_407,Campaign_407_QU93,AB46,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_572,Campaign_572_VA41,UY44,1,Android channel,0,1,1
product 3,Manual,4,2021,Campaign X,Campaign X_YU69,OJ83,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_673,Campaign_673_SK53,TE61,1,iOS channel,0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_FP21,YC15,1,Email,0,1,1
product 5,Manual,2,2021,Campaign BB,Campaign BB_CY31,UQ82,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_MR38,VY18,1,iOS channel,0,1,1
product 2,Manual,2,2021,Campaign A,Campaign A_SY32,SE59,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_KL22,PL61,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign_924,Campaign_924_PK57,EC41,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_238,Campaign_238_MB12,MZ26,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_SH16,KA31,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign N,Campaign N_NI53,ZL30,1,Web Message,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_CN99,SX33,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign BB,Campaign BB_GZ92,GY92,1,Email,0,1,1
product 3,Manual,6,2021,Campaign_529,Campaign_529_AP14,OZ90,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_221,Campaign_221_UX73,EV82,1,Android channel,0,1,1
product 5,Manual,9,2021,Campaign_30,Campaign_30_OJ63,RP70,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_558,Campaign_558_OH37,ZY18,1,Email,0,1,1
product 5,Manual,4,2021,Campaign BL,Campaign BL_IH60,SP41,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_568,Campaign_568_DF83,OG23,1,iOS channel,0,1,1
product 1,Manual,3,2021,Campaign_935,Campaign_935_KZ30,AO98,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_104,Campaign_104_DA22,CG94,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_435,Campaign_435_HG90,OA88,1,Android channel,0,1,1
product 2,Manual,1,2021,Campaign T,Campaign T_NO59,ZG86,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_838,Campaign_838_BB61,VV79,1,iOS channel,0,1,1
product 5,Manual,2,2021,Campaign AU,Campaign AU_FO32,DV31,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_JH67,NL96,1,Android channel,0,1,1
product 2,Manual,7,2021,Campaign BR,Campaign BR_PA51,HQ42,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign_892,Campaign_892_IH41,XP42,1,Email,0,1,1
product 5,Manual,5,2021,Campaign BL,Campaign BL_HN99,WD95,1,Email,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_XI67,WZ76,1,Mobile (SMS),0,1,1
product 3,Manual,6,2021,Campaign_36,Campaign_36_XH44,JP33,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_ZG64,RO37,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_SW14,KR30,1,iOS channel,0,1,1
product 1,Manual,3,2021,Campaign BR,Campaign BR_BY69,XE24,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign N,Campaign N_KL87,JH48,1,Web Message,0,1,1
product 5,Manual,9,2021,Campaign_781,Campaign_781_HS68,WP52,1,Email,0,1,1
product 5,Manual,4,2021,Campaign AY,Campaign AY_JQ90,RE26,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_415,Campaign_415_RO52,CX21,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_947,Campaign_947_VS32,PT21,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign BL,Campaign BL_VP94,SX99,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_145,Campaign_145_GX99,KV80,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_261,Campaign_261_IV77,CS46,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign B,Campaign B_EM63,MT28,1,Mobile (SMS),0,1,1
product 2,Manual,6,2021,Campaign N,Campaign N_JW34,NT52,1,Email,0,1,1
product 1,Manual,8,2021,Campaign N,Campaign N_LF31,QH80,1,Web Message,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_PJ40,PU29,1,iOS channel,0,1,1
product 2,Manual,1,2021,Campaign T,Campaign T_CW38,VF65,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_582,Campaign_582_VD38,CO54,1,Mobile (SMS),0,1,1
product 2,Manual,6,2021,Campaign_270,Campaign_270_XQ41,IR93,1,Android channel,0,1,1
product 2,Manual,6,2021,Campaign_608,Campaign_608_WB99,RH93,1,iOS channel,0,1,1
product 5,Manual,6,2021,Campaign A,Campaign A_QC81,IZ11,1,Email,0,1,1
product 3,Manual,1,2021,Campaign_700,Campaign_700_GL75,DB32,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_999,Campaign_999_MJ29,TC57,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign_632,Campaign_632_EZ11,HN15,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_PW30,HE86,1,iOS channel,0,1,1
product 5,Manual,1,2021,Campaign_942,Campaign_942_YB81,OR81,1,Mobile (SMS),0,1,1
product 1,Manual,9,2021,Campaign_722,Campaign_722_MI60,MC14,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign_888,Campaign_888_ML63,UU40,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_539,Campaign_539_OL19,TD18,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_745,Campaign_745_TO10,LB35,1,Email,0,1,1
product 1,Manual,8,2021,Campaign N,Campaign N_AB47,JU26,1,Web Message,0,1,1
product 5,Manual,7,2021,Campaign BV,Campaign BV_LM73,NV48,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_723,Campaign_723_CN85,QH77,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign_937,Campaign_937_WF64,RC33,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_949,Campaign_949_FA23,VN81,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign_743,Campaign_743_ZG41,RT54,1,Mobile (SMS),0,1,1
product 5,Manual,5,2021,Campaign_77,Campaign_77_OM73,SC32,1,Email,0,1,1
product 1,Manual,2,2021,Campaign N,Campaign N_NS29,HB79,1,Android channel,0,1,1
product 5,Manual,9,2021,Campaign_523,Campaign_523_TR36,PK79,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_265,Campaign_265_IM20,TK30,1,Email,0,1,1
product 2,Manual,6,2021,Campaign_223,Campaign_223_EJ44,UL19,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_JQ40,DO18,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_716,Campaign_716_SU44,IX25,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_BU48,OI42,1,iOS channel,0,1,1
product 1,Manual,4,2021,Campaign_140,Campaign_140_QE67,KB22,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign BB,Campaign BB_UF21,KB58,1,Email,0,1,1
product 1,Manual,4,2021,Campaign_921,Campaign_921_BG99,PS98,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_666,Campaign_666_LX98,OB17,1,Android channel,0,1,1
product 2,Manual,3,2021,Campaign_796,Campaign_796_YV85,FE20,1,Email,0,1,1
product 5,Manual,9,2021,Campaign X,Campaign X_UT97,AF78,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_874,Campaign_874_HY55,ES12,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_141,Campaign_141_KG37,CT46,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_732,Campaign_732_ZG87,WH72,1,Email,0,1,1
product 1,Manual,6,2021,Campaign BR,Campaign BR_VT72,GE37,1,Email,0,1,1
product 1,Manual,4,2021,Campaign H,Campaign H_IS25,NU12,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_763,Campaign_763_UL69,SC53,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_ZX65,XB21,1,Android channel,0,1,1
product 1,Manual,7,2021,Campaign_1,Campaign_1_BT80,LD45,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_816,Campaign_816_MK97,XA49,1,iOS channel,0,1,1
product 5,Manual,8,2021,Campaign_577,Campaign_577_NZ85,BN30,1,Mobile (SMS),0,1,1
product 1,Manual,4,2021,Campaign_761,Campaign_761_WW14,MI69,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_726,Campaign_726_LM93,BH58,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_102,Campaign_102_BX89,MW35,1,Mobile (SMS),0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_VO67,BD29,1,Email,0,1,1
product 5,Manual,6,2021,Campaign_407,Campaign_407_DP25,AK57,1,Email,0,1,1
product 2,Manual,8,2021,Campaign_557,Campaign_557_CV98,PT68,1,Android channel,0,1,1
product 3,Manual,8,2021,Campaign_29,Campaign_29_XD84,LJ72,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_582,Campaign_582_YA53,EZ69,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_344,Campaign_344_ZB93,IA95,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign AY,Campaign AY_ZZ14,ZQ72,1,Email,0,1,1
product 4,Manual,7,2021,Campaign_643,Campaign_643_PI87,JR83,1,Email,0,1,1
product 2,Manual,7,2021,Campaign_252,Campaign_252_MW27,IL33,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_74,Campaign_74_YJ80,UX41,1,iOS channel,0,1,1
product 1,Manual,5,2021,Campaign_845,Campaign_845_LT21,OX43,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign N,Campaign N_RN71,QO44,1,Web Message,0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_NZ82,HT86,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_570,Campaign_570_KN42,QX65,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_185,Campaign_185_IY38,QI16,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign AM,Campaign AM_HO83,BE52,1,Email,0,1,1
product 5,Manual,9,2021,Campaign_216,Campaign_216_FJ39,XA25,1,Email,0,1,1
product 5,Manual,5,2021,Campaign AY,Campaign AY_MG66,DB30,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_815,Campaign_815_KA23,RU15,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_426,Campaign_426_NR88,MK82,1,Android channel,0,1,1
product 3,Manual,4,2021,Campaign X,Campaign X_EY87,OF86,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_921,Campaign_921_UD87,SI39,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_774,Campaign_774_ZG87,RA38,1,Mobile (SMS),0,1,1
product 5,Manual,4,2021,Campaign BL,Campaign BL_EQ62,SY16,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_6,Campaign_6_HR70,PA79,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_692,Campaign_692_RG52,ZF20,1,iOS channel,0,1,1
product 5,Manual,7,2021,Campaign_938,Campaign_938_FG61,EN94,1,Email,0,1,1
product 5,Manual,2,2021,Campaign AY,Campaign AY_TI62,ML65,1,Mobile (SMS),0,1,1
product 1,Manual,7,2021,Campaign_607,Campaign_607_NO40,US21,1,Android channel,0,1,1
product 2,Manual,6,2021,Campaign_796,Campaign_796_EV32,QM20,1,Android channel,0,1,1
product 1,Manual,7,2021,Campaign_109,Campaign_109_NM39,EM23,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_631,Campaign_631_VT55,KJ66,1,Email,0,1,1
product 1,Manual,3,2021,Campaign M,Campaign M_NI19,ER54,1,Mobile (SMS),0,1,1
product 1,Manual,2,2021,Campaign BR,Campaign BR_BY83,OU94,1,Android channel,0,1,1
product 5,Manual,6,2021,Campaign_199,Campaign_199_WX58,TP87,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_238,Campaign_238_CX84,IV51,1,Android channel,0,1,1
product 5,Manual,5,2021,Campaign_108,Campaign_108_RG97,ZA18,1,Mobile (SMS),0,1,1
product 1,Manual,3,2021,Campaign_196,Campaign_196_VY20,EB22,1,iOS channel,0,1,1
product 1,Manual,5,2021,Campaign_237,Campaign_237_YN57,UI58,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_6,Campaign_6_WE24,ON81,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_222,Campaign_222_BA46,AM96,1,iOS channel,0,1,1
product 5,Manual,6,2021,Campaign_636,Campaign_636_AD98,HO54,1,Email,0,1,1
product 5,Manual,8,2021,Campaign AY,Campaign AY_OS25,YK51,1,Email,0,1,1
product 1,Manual,1,2021,Campaign_918,Campaign_918_NI14,OC11,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_755,Campaign_755_CC48,CK42,1,Android channel,0,1,1
product 1,Manual,2,2021,Campaign BR,Campaign BR_RY94,OE82,1,iOS channel,0,1,1
product 2,Manual,2,2021,Campaign_439,Campaign_439_MF44,LJ36,1,Mobile (SMS),0,1,1
product 5,Manual,9,2021,Campaign BB,Campaign BB_PY43,FE21,1,Email,0,1,1
product 5,Manual,6,2021,Campaign Y,Campaign Y_RA97,GL18,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_206,Campaign_206_BI53,TT82,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_283,Campaign_283_OD25,EL46,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign_73,Campaign_73_KK95,YQ83,1,Mobile (SMS),0,1,1
product 1,Manual,3,2021,Campaign_549,Campaign_549_IX50,ZJ10,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign_624,Campaign_624_DZ81,BZ76,1,Email,0,1,1
product 5,Manual,9,2021,Campaign_889,Campaign_889_ZF57,IS40,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_67,Campaign_67_BD67,OF40,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign_756,Campaign_756_KV85,PL45,1,Email,0,1,1
product 5,Manual,6,2021,Campaign_551,Campaign_551_DM42,EH10,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_912,Campaign_912_GB45,NR45,1,Mobile (SMS),0,1,1
product 1,Manual,5,2021,Campaign_960,Campaign_960_AQ94,JG17,1,Android channel,0,1,1
product 5,Manual,9,2021,Campaign AY,Campaign AY_PN44,EY41,1,Web Message,0,1,1
product 1,Manual,9,2021,Campaign_37,Campaign_37_EU28,FQ83,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign_997,Campaign_997_QN68,OZ60,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_807,Campaign_807_GT20,HT44,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_290,Campaign_290_NJ57,NO25,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_606,Campaign_606_XZ85,TB97,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign_759,Campaign_759_NI22,AH55,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign AU,Campaign AU_JA24,LX80,1,Email,0,1,1
product 2,Manual,6,2021,Campaign_941,Campaign_941_JM75,QR12,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign AY,Campaign AY_IX97,GH41,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_251,Campaign_251_IK55,BQ41,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_107,Campaign_107_TA48,FI42,1,Email,0,1,1
product 1,Manual,6,2021,Campaign N,Campaign N_NH66,PD63,1,Web Message,0,1,1
